Gene stable ID	Gene name
ENSECAG00000041721	
ENSECAG00000008358	ADA
ENSECAG00000033110	
ENSECAG00000037849	
ENSECAG00000032959	
ENSECAG00000033614	
ENSECAG00000030268	
ENSECAG00000038549	FAM200A
ENSECAG00000042275	
ENSECAG00000028932	
ENSECAG00000011930	
ENSECAG00000043733	
ENSECAG00000012348	EFNB2
ENSECAG00000038997	
ENSECAG00000012803	IL12B
ENSECAG00000032553	
ENSECAG00000000940	CRY2
ENSECAG00000039184	
ENSECAG00000033463	OR1J1B
ENSECAG00000036003	
ENSECAG00000042212	
ENSECAG00000028561	
ENSECAG00000026831	VSTM2B
ENSECAG00000005168	OR1N1
ENSECAG00000021889	ABR
ENSECAG00000031815	
ENSECAG00000032260	
ENSECAG00000031653	
ENSECAG00000005796	ATP2C2
ENSECAG00000012504	GAST
ENSECAG00000019088	CYP2E1
ENSECAG00000043716	
ENSECAG00000005406	OR1L8
ENSECAG00000019754	
ENSECAG00000015348	TRAPPC11
ENSECAG00000031930	
ENSECAG00000021001	SENP6
ENSECAG00000028388	
ENSECAG00000015741	
ENSECAG00000040630	
ENSECAG00000042762	
ENSECAG00000041437	
ENSECAG00000020206	POP4
ENSECAG00000040752	
ENSECAG00000039966	
ENSECAG00000012516	EIF1
ENSECAG00000043013	
ENSECAG00000031322	
ENSECAG00000028681	
ENSECAG00000018194	ARGLU1
ENSECAG00000018505	
ENSECAG00000024394	SLC6A17
ENSECAG00000009308	USP27X
ENSECAG00000019228	UBLCP1
ENSECAG00000036168	
ENSECAG00000019599	ZNF655
ENSECAG00000040722	
ENSECAG00000035718	
ENSECAG00000004229	
ENSECAG00000030126	OR1N2
ENSECAG00000031074	
ENSECAG00000019767	
ENSECAG00000038709	
ENSECAG00000017203	BTG2
ENSECAG00000039032	PLEKHF1
ENSECAG00000038362	
ENSECAG00000041848	
ENSECAG00000028254	Metazoa_SRP
ENSECAG00000004510	OR13A31
ENSECAG00000043224	
ENSECAG00000013256	TXNDC11
ENSECAG00000036530	
ENSECAG00000014566	CCN5
ENSECAG00000018367	ZWILCH
ENSECAG00000002332	
ENSECAG00000035643	
ENSECAG00000015705	KRT42
ENSECAG00000029192	
ENSECAG00000009136	PRXL2A
ENSECAG00000004902	
ENSECAG00000020499	DNAJC24
ENSECAG00000030115	
ENSECAG00000005623	
ENSECAG00000007619	MAPK8IP1
ENSECAG00000012458	
ENSECAG00000029184	
ENSECAG00000013518	METTL17
ENSECAG00000033786	
ENSECAG00000005647	
ENSECAG00000016329	MANSC1
ENSECAG00000030952	KCNK15
ENSECAG00000024821	ALX3
ENSECAG00000019777	PLAAT3
ENSECAG00000017864	FMOD
ENSECAG00000005712	OR1Q1
ENSECAG00000024020	RNF145
ENSECAG00000021258	C10H19orf12
ENSECAG00000039062	
ENSECAG00000021028	
ENSECAG00000030276	
ENSECAG00000020512	IMMP1L
ENSECAG00000015253	RIMS4
ENSECAG00000034874	
ENSECAG00000010745	CLCN5
ENSECAG00000024905	STRIP1
ENSECAG00000007045	
ENSECAG00000042216	OR1L1
ENSECAG00000041522	
ENSECAG00000019843	ATL3
ENSECAG00000023417	KLF6
ENSECAG00000041040	
ENSECAG00000020537	ADAM7
ENSECAG00000005943	OR1L12
ENSECAG00000018126	PRELP
ENSECAG00000037756	
ENSECAG00000001719	OR6AE1
ENSECAG00000041000	
ENSECAG00000020397	YWHAB
ENSECAG00000028129	
ENSECAG00000001419	
ENSECAG00000037074	
ENSECAG00000032342	
ENSECAG00000016338	BORCS5
ENSECAG00000035276	
ENSECAG00000039815	
ENSECAG00000001094	OR6B13
ENSECAG00000038552	
ENSECAG00000024753	
ENSECAG00000018151	OPTC
ENSECAG00000037986	
ENSECAG00000029001	
ENSECAG00000040381	
ENSECAG00000041474	
ENSECAG00000013529	PRKCH
ENSECAG00000028786	
ENSECAG00000007964	EBF1
ENSECAG00000034730	
ENSECAG00000040789	U2
ENSECAG00000009951	SCART1
ENSECAG00000028145	
ENSECAG00000041269	
ENSECAG00000004091	SNN
ENSECAG00000039163	
ENSECAG00000027906	
ENSECAG00000022681	PABPC1L
ENSECAG00000011336	RWDD4
ENSECAG00000021289	CCNE1
ENSECAG00000042374	
ENSECAG00000017274	KRT15
ENSECAG00000017984	LITAF
ENSECAG00000015770	DYDC2
ENSECAG00000016362	DUSP16
ENSECAG00000039194	
ENSECAG00000010232	
ENSECAG00000020658	ELP4
ENSECAG00000029688	U6
ENSECAG00000031554	
ENSECAG00000025835	eca-mir-532
ENSECAG00000031806	
ENSECAG00000037404	CYP3A93
ENSECAG00000023179	RPL4
ENSECAG00000041987	
ENSECAG00000001330	OR5C1
ENSECAG00000025940	MIR188
ENSECAG00000043588	C12H11orf94
ENSECAG00000039641	
ENSECAG00000026672	U6
ENSECAG00000022950	NDRG2
ENSECAG00000026373	eca-mir-500-1
ENSECAG00000012080	AHCYL1
ENSECAG00000002169	OR1K1P
ENSECAG00000022654	CREBL2
ENSECAG00000040927	
ENSECAG00000019820	
ENSECAG00000035666	DYDC1
ENSECAG00000008644	MEAK7
ENSECAG00000026213	eca-mir-362
ENSECAG00000006192	
ENSECAG00000021253	PDCL
ENSECAG00000036059	NALF1
ENSECAG00000038887	
ENSECAG00000026117	eca-mir-501
ENSECAG00000026603	eca-mir-500-2
ENSECAG00000033312	
ENSECAG00000004736	
ENSECAG00000028030	
ENSECAG00000011531	PEX16
ENSECAG00000034390	
ENSECAG00000025624	eca-mir-660
ENSECAG00000023507	GPR19
ENSECAG00000015597	HIF1A
ENSECAG00000038376	
ENSECAG00000025780	MIR502
ENSECAG00000025512	SNORD18
ENSECAG00000021368	FGGY
ENSECAG00000014887	MTG1
ENSECAG00000017715	CSF1
ENSECAG00000030017	
ENSECAG00000014733	
ENSECAG00000021359	RTN3
ENSECAG00000039680	RMI2
ENSECAG00000023549	CDKN1B
ENSECAG00000024053	MYO6
ENSECAG00000002919	ATP2B4
ENSECAG00000025690	SNORD16
ENSECAG00000029786	
ENSECAG00000022176	RC3H2
ENSECAG00000027070	U6
ENSECAG00000025676	SNORD18
ENSECAG00000016698	
ENSECAG00000003257	LIG4
ENSECAG00000015406	ING2
ENSECAG00000024064	AKAP4
ENSECAG00000017602	MAT1A
ENSECAG00000027799	
ENSECAG00000019748	ABHD13
ENSECAG00000004066	APOLD1
ENSECAG00000025815	SNORD18
ENSECAG00000020028	PRM1
ENSECAG00000035048	
ENSECAG00000041925	
ENSECAG00000032800	
ENSECAG00000015905	CDKN2AIP
ENSECAG00000036199	
ENSECAG00000019758	TNFSF13B
ENSECAG00000010095	SNAPC5
ENSECAG00000032230	
ENSECAG00000014820	DSP
ENSECAG00000025393	SNORD90
ENSECAG00000014596	LARGE2
ENSECAG00000000101	PAOX
ENSECAG00000018026	EPS8L3
ENSECAG00000038057	
ENSECAG00000017003	DOCK4
ENSECAG00000042760	
ENSECAG00000002222	ZBTB6
ENSECAG00000018767	SFTPA1
ENSECAG00000026965	SOCS1
ENSECAG00000042429	
ENSECAG00000040581	
ENSECAG00000010640	MAP2K1
ENSECAG00000020421	TOMM34
ENSECAG00000023622	DDX47
ENSECAG00000017397	ZBTB26
ENSECAG00000032414	
ENSECAG00000015889	KLHL36
ENSECAG00000000398	PITRM1
ENSECAG00000012703	ECHS1
ENSECAG00000007717	URI1
ENSECAG00000006615	MYO16
ENSECAG00000019440	IMPG1
ENSECAG00000028168	
ENSECAG00000017226	WWC2
ENSECAG00000030567	
ENSECAG00000034483	
ENSECAG00000023001	
ENSECAG00000019610	ZSCAN25
ENSECAG00000017729	RABGAP1
ENSECAG00000031485	FUOM
ENSECAG00000020814	CLEC16A
ENSECAG00000012909	KRT38
ENSECAG00000011315	ADGRE3
ENSECAG00000001490	OR1F15
ENSECAG00000021941	STK4
ENSECAG00000043481	
ENSECAG00000036063	
ENSECAG00000033152	
ENSECAG00000004590	TIPIN
ENSECAG00000018832	GSTM3
ENSECAG00000018570	USP10
ENSECAG00000032902	
ENSECAG00000042769	
ENSECAG00000022370	NEFM
ENSECAG00000024055	JUN
ENSECAG00000002346	
ENSECAG00000006706	SFTPD
ENSECAG00000036253	
ENSECAG00000014468	KRT37
ENSECAG00000033280	
ENSECAG00000043464	
ENSECAG00000040572	
ENSECAG00000021798	LAX1
ENSECAG00000027631	SCARNA14
ENSECAG00000039405	
ENSECAG00000041785	
ENSECAG00000028706	
ENSECAG00000029234	
ENSECAG00000017575	CLEC17A
ENSECAG00000001081	KRT34
ENSECAG00000022890	NEFL
ENSECAG00000008787	CCNB3
ENSECAG00000041313	
ENSECAG00000021000	PAX6
ENSECAG00000036610	CALY
ENSECAG00000007302	DIS3L
ENSECAG00000041464	
ENSECAG00000005666	ZBED6
ENSECAG00000012261	OR2L5IP
ENSECAG00000015178	KRT33B
ENSECAG00000024946	
ENSECAG00000032620	
ENSECAG00000017082	PHF21A
ENSECAG00000017606	SNAPC1
ENSECAG00000023897	TIMM22
ENSECAG00000043566	
ENSECAG00000029864	ZFTA
ENSECAG00000041901	KRTAP17-1
ENSECAG00000017656	NDUFB7
ENSECAG00000024212	MYSM1
ENSECAG00000040996	
ENSECAG00000029048	
ENSECAG00000027377	5_8S_rRNA
ENSECAG00000033134	
ENSECAG00000014921	GPRC5A
ENSECAG00000003315	IRS2
ENSECAG00000043609	
ENSECAG00000009181	CLINT1
ENSECAG00000017161	
ENSECAG00000034124	
ENSECAG00000042785	
ENSECAG00000024636	CRISPLD2
ENSECAG00000002857	
ENSECAG00000006075	
ENSECAG00000016275	GPRC5D
ENSECAG00000014398	
ENSECAG00000037145	
ENSECAG00000015609	DGKK
ENSECAG00000042055	
ENSECAG00000035821	SPINDOC
ENSECAG00000037185	
ENSECAG00000024418	GLOD4
ENSECAG00000018610	
ENSECAG00000040691	
ENSECAG00000018572	TECR
ENSECAG00000032725	
ENSECAG00000000042	ZC3H11A
ENSECAG00000000649	HTR1B
ENSECAG00000043245	
ENSECAG00000017516	DCTD
ENSECAG00000026937	SNRNP48
ENSECAG00000010427	
ENSECAG00000016911	HEBP1
ENSECAG00000020055	PFKP
ENSECAG00000016943	
ENSECAG00000024583	SYT16
ENSECAG00000010290	KCNS1
ENSECAG00000024343	
ENSECAG00000018844	TUBGCP2
ENSECAG00000025277	U6
ENSECAG00000030342	
ENSECAG00000014235	
ENSECAG00000025353	
ENSECAG00000039005	LSM11
ENSECAG00000020066	DNAJB1
ENSECAG00000033710	
ENSECAG00000043355	
ENSECAG00000000706	MEGF11
ENSECAG00000029030	eca-mir-1291b
ENSECAG00000021754	MARK2
ENSECAG00000010460	
ENSECAG00000037197	GIPC1
ENSECAG00000018306	CREB3L1
ENSECAG00000022068	RCN1
ENSECAG00000016354	EFL1
ENSECAG00000014041	WFDC5
ENSECAG00000028942	PTGER1
ENSECAG00000024378	MRM3
ENSECAG00000020015	BMP6
ENSECAG00000035840	
ENSECAG00000021309	SHROOM4
ENSECAG00000014295	PI3
ENSECAG00000011452	BTNL2
ENSECAG00000039144	
ENSECAG00000041877	
ENSECAG00000009984	ZDHHC7
ENSECAG00000028394	
ENSECAG00000024477	CYP3A89
ENSECAG00000021578	SLC39A2
ENSECAG00000042987	
ENSECAG00000038006	
ENSECAG00000033892	
ENSECAG00000023607	DOCK5
ENSECAG00000026335	U6
ENSECAG00000013378	THG1L
ENSECAG00000000106	TXNDC5
ENSECAG00000007058	MEI4
ENSECAG00000025546	U6
ENSECAG00000028488	eca-mir-8990
ENSECAG00000031617	
ENSECAG00000027463	U6
ENSECAG00000014790	
ENSECAG00000004280	
ENSECAG00000037410	
ENSECAG00000036742	
ENSECAG00000018373	FAM234B
ENSECAG00000018807	TPPP2
ENSECAG00000033265	
ENSECAG00000020433	TENM3
ENSECAG00000033315	
ENSECAG00000006339	GEMIN4
ENSECAG00000013732	ZNF536
ENSECAG00000031881	RNASE13
ENSECAG00000019838	COL4A1
ENSECAG00000023233	BMP15
ENSECAG00000016161	SLPI
ENSECAG00000016620	SOX30
ENSECAG00000042733	
ENSECAG00000015676	KIAA0513
ENSECAG00000012660	DRA
ENSECAG00000035626	
ENSECAG00000040146	
ENSECAG00000000317	KCNH5
ENSECAG00000023638	
ENSECAG00000002374	
ENSECAG00000030680	SNRPE
ENSECAG00000038257	PKN1
ENSECAG00000027746	
ENSECAG00000035969	
ENSECAG00000023354	DEXI
ENSECAG00000008465	STRBP
ENSECAG00000042581	
ENSECAG00000040301	TLCD3A
ENSECAG00000010563	BLOC1S5
ENSECAG00000038360	
ENSECAG00000028085	
ENSECAG00000033358	
ENSECAG00000027722	
ENSECAG00000017224	MATN4
ENSECAG00000022072	DRB
ENSECAG00000002514	
ENSECAG00000034167	
ENSECAG00000004961	TACSTD2
ENSECAG00000012249	SOX13
ENSECAG00000009253	IRAK1BP1
ENSECAG00000032305	
ENSECAG00000020266	CIBAR2
ENSECAG00000028578	
ENSECAG00000036641	
ENSECAG00000036919	
ENSECAG00000010582	
ENSECAG00000035129	RBPJL
ENSECAG00000015459	
ENSECAG00000037264	
ENSECAG00000032662	
ENSECAG00000029159	
ENSECAG00000030423	
ENSECAG00000030656	
ENSECAG00000023033	RCOR2
ENSECAG00000034846	
ENSECAG00000002566	KRTAP3-1
ENSECAG00000021434	ARHGEF40
ENSECAG00000035828	
ENSECAG00000028611	eca-mir-9068
ENSECAG00000011095	EEF1E1
ENSECAG00000003386	RHOJ
ENSECAG00000037493	
ENSECAG00000023865	RAB11A
ENSECAG00000032334	
ENSECAG00000030980	
ENSECAG00000036683	
ENSECAG00000010684	PHIP
ENSECAG00000022308	WT1
ENSECAG00000020106	GSG1
ENSECAG00000009131	OMA1
ENSECAG00000038883	
ENSECAG00000035667	
ENSECAG00000035387	VENTX
ENSECAG00000006437	VPS53
ENSECAG00000033091	
ENSECAG00000041043	
ENSECAG00000023534	CIITA
ENSECAG00000010647	GPHB5
ENSECAG00000040265	
ENSECAG00000025646	SNORD22
ENSECAG00000024259	
ENSECAG00000039888	
ENSECAG00000016274	TSHZ3
ENSECAG00000013497	MEX3B
ENSECAG00000039047	
ENSECAG00000034443	
ENSECAG00000027026	eca-mir-1905a
ENSECAG00000018796	DGKZ
ENSECAG00000040158	
ENSECAG00000041793	
ENSECAG00000034030	
ENSECAG00000036617	
ENSECAG00000041719	
ENSECAG00000036088	SDC4
ENSECAG00000030958	
ENSECAG00000043483	
ENSECAG00000033944	
ENSECAG00000026120	U1
ENSECAG00000041259	
ENSECAG00000010787	PPP2R5E
ENSECAG00000000898	NAA40
ENSECAG00000042666	
ENSECAG00000020221	KNDC1
ENSECAG00000040764	
ENSECAG00000017922	ADAM19
ENSECAG00000042443	
ENSECAG00000042284	
ENSECAG00000032352	
ENSECAG00000021199	SYS1
ENSECAG00000016809	ETNK2
ENSECAG00000010592	KRT40
ENSECAG00000039126	
ENSECAG00000029974	
ENSECAG00000036925	
ENSECAG00000039895	
ENSECAG00000029663	
ENSECAG00000036289	
ENSECAG00000000085	AGA
ENSECAG00000027898	
ENSECAG00000026511	U6
ENSECAG00000023518	TP53TG5
ENSECAG00000040798	
ENSECAG00000043490	
ENSECAG00000012849	KRT39
ENSECAG00000036423	
ENSECAG00000006491	
ENSECAG00000002936	WDR89
ENSECAG00000035971	
ENSECAG00000030909	
ENSECAG00000000442	DBNDD2
ENSECAG00000031472	
ENSECAG00000032338	COX8A
ENSECAG00000014812	KRT23
ENSECAG00000011526	SLC35B3
ENSECAG00000025055	AMPD2
ENSECAG00000032434	
ENSECAG00000027979	
ENSECAG00000034947	
ENSECAG00000038919	
ENSECAG00000033949	OTUB1
ENSECAG00000009121	NEIL3
ENSECAG00000039499	
ENSECAG00000013605	SGPP1
ENSECAG00000021497	EMP1
ENSECAG00000032694	HMGN3
ENSECAG00000041906	
ENSECAG00000017143	DQB
ENSECAG00000041603	
ENSECAG00000022532	GSE1
ENSECAG00000018750	
ENSECAG00000000065	ADGRA1
ENSECAG00000021531	CRB2
ENSECAG00000010664	GNRH1
ENSECAG00000026977	KRT20
ENSECAG00000043326	
ENSECAG00000032915	
ENSECAG00000037742	
ENSECAG00000040285	DDX39A
ENSECAG00000024306	DENND4A
ENSECAG00000011535	KCTD9
ENSECAG00000008758	RFLNB
ENSECAG00000014587	ADARB2
ENSECAG00000019104	REN
ENSECAG00000029970	
ENSECAG00000032120	eca-mir-9014-2
ENSECAG00000015454	TMC3
ENSECAG00000018999	KRT12
ENSECAG00000041015	
ENSECAG00000006792	MACROD1
ENSECAG00000013524	ZNF219
ENSECAG00000036435	
ENSECAG00000008776	C11H17orf97
ENSECAG00000033085	
ENSECAG00000036427	
ENSECAG00000028765	
ENSECAG00000017052	ZNF507
ENSECAG00000036392	U6
ENSECAG00000032889	
ENSECAG00000031286	
ENSECAG00000016663	TMEM253
ENSECAG00000006929	GNAT2
ENSECAG00000022640	EIF3M
ENSECAG00000034424	
ENSECAG00000008782	RPH3AL
ENSECAG00000020036	KRT10A
ENSECAG00000000574	NIPAL4
ENSECAG00000020987	LCA5
ENSECAG00000022670	WDR37
ENSECAG00000007327	KISS1
ENSECAG00000026500	
ENSECAG00000031616	FLRT1
ENSECAG00000012133	VEGFC
ENSECAG00000037930	
ENSECAG00000007294	PIGT
ENSECAG00000039386	
ENSECAG00000024656	
ENSECAG00000010087	GNAI3
ENSECAG00000039890	
ENSECAG00000007509	GOLT1A
ENSECAG00000023247	GRIN2B
ENSECAG00000039765	
ENSECAG00000011414	DAB1
ENSECAG00000013188	CDCA2
ENSECAG00000038850	
ENSECAG00000043615	
ENSECAG00000003222	GPR61
ENSECAG00000022926	SH3BGRL2
ENSECAG00000016480	SPCS3
ENSECAG00000006942	STIP1
ENSECAG00000021812	STARD5
ENSECAG00000038987	
ENSECAG00000008972	DOC2B
ENSECAG00000010815	ADGRE5
ENSECAG00000016644	ASB5
ENSECAG00000043387	U2
ENSECAG00000043701	
ENSECAG00000039373	
ENSECAG00000009734	KRT28
ENSECAG00000017645	
ENSECAG00000034037	
ENSECAG00000003291	AMIGO1
ENSECAG00000000143	SPATA4
ENSECAG00000037956	
ENSECAG00000036939	
ENSECAG00000032387	
ENSECAG00000035766	
ENSECAG00000039179	
ENSECAG00000022705	IL16
ENSECAG00000024977	IDI1
ENSECAG00000027965	
ENSECAG00000011641	TVP23A
ENSECAG00000000212	DPY19L3
ENSECAG00000029736	
ENSECAG00000011112	KRT27
ENSECAG00000043287	
ENSECAG00000043139	GSPT2
ENSECAG00000008029	ATF7IP
ENSECAG00000041835	
ENSECAG00000012819	KRT26
ENSECAG00000031629	
ENSECAG00000040703	
ENSECAG00000011994	CYFIP2
ENSECAG00000009142	DQA
ENSECAG00000021314	COL4A2
ENSECAG00000001700	GTPBP4
ENSECAG00000014126	CFAP161
ENSECAG00000009536	YWHAE
ENSECAG00000011272	ATXN7L2
ENSECAG00000037924	
ENSECAG00000013748	KRT25
ENSECAG00000022969	ELOVL4
ENSECAG00000006204	CCDC73
ENSECAG00000008107	FERMT3
ENSECAG00000038695	eca-mir-9069
ENSECAG00000015307	NUBP1
ENSECAG00000040088	MAGED1
ENSECAG00000024215	GINS2
ENSECAG00000016177	KRT24
ENSECAG00000014179	EBF2
ENSECAG00000009660	PLEKHA6
ENSECAG00000022391	DENND1A
ENSECAG00000006722	WDR17
ENSECAG00000019406	PDCD5
ENSECAG00000006777	CFAP46
ENSECAG00000013157	RPGRIP1
ENSECAG00000002141	
ENSECAG00000017468	TFAP2A
ENSECAG00000004005	TLNRD1
ENSECAG00000013327	SLC24A1
ENSECAG00000026968	KRT222
ENSECAG00000018394	MESD
ENSECAG00000031496	C16orf74
ENSECAG00000023776	TTK
ENSECAG00000009917	TRPT1
ENSECAG00000001476	
ENSECAG00000011550	CRK
ENSECAG00000041701	
ENSECAG00000017609	WFDC2
ENSECAG00000042288	
ENSECAG00000014867	PLBD1
ENSECAG00000021686	SUPT16H
ENSECAG00000020928	TEKT5
ENSECAG00000022534	SMARCE1
ENSECAG00000043102	
ENSECAG00000024040	LARP4B
ENSECAG00000036711	EMC8
ENSECAG00000038061	
ENSECAG00000042551	
ENSECAG00000020393	SYNE2
ENSECAG00000032867	
ENSECAG00000012020	MYO1C
ENSECAG00000030479	
ENSECAG00000032686	
ENSECAG00000011722	COX4I1
ENSECAG00000043800	
ENSECAG00000019736	ANKRD27
ENSECAG00000004945	CCR7
ENSECAG00000026183	
ENSECAG00000029537	
ENSECAG00000018884	INTS14
ENSECAG00000043605	
ENSECAG00000035263	
ENSECAG00000018674	CEMIP
ENSECAG00000009994	NUDT22
ENSECAG00000007918	TNS4
ENSECAG00000029011	
ENSECAG00000011519	SYPL2
ENSECAG00000019205	PPP2R2A
ENSECAG00000018813	GUCY2C
ENSECAG00000043602	
ENSECAG00000011835	PSMA5
ENSECAG00000011271	IGFBP4
ENSECAG00000021684	EMP2
ENSECAG00000021682	WFDC8
ENSECAG00000033034	
ENSECAG00000004150	H4-16
ENSECAG00000029649	
ENSECAG00000004217	C8B
ENSECAG00000009840	BCKDHB
ENSECAG00000022689	
ENSECAG00000034818	H2AJ
ENSECAG00000020358	DRB
ENSECAG00000037429	DNAJC4
ENSECAG00000022565	ATF7IP2
ENSECAG00000000105	GCNT2
ENSECAG00000009976	NAXD
ENSECAG00000008550	WBP11
ENSECAG00000023005	
ENSECAG00000000068	ALAS2
ENSECAG00000022824	WFDC9
ENSECAG00000033411	RGS9BP
ENSECAG00000011980	FNDC9
ENSECAG00000013053	TOP2A
ENSECAG00000037815	
ENSECAG00000008853	SMCO3
ENSECAG00000022829	WFDC10A
ENSECAG00000028271	
ENSECAG00000004214	C6H12orf60
ENSECAG00000005770	BNIP3L
ENSECAG00000019973	C8A
ENSECAG00000009530	ITK
ENSECAG00000040011	
ENSECAG00000009217	ART4
ENSECAG00000015853	SORT1
ENSECAG00000010539	VEGFB
ENSECAG00000016734	INPP5K
ENSECAG00000043113	
ENSECAG00000010721	MGP
ENSECAG00000033885	U6
ENSECAG00000003000	
ENSECAG00000022932	GRIN2A
ENSECAG00000006554	PRRG4
ENSECAG00000015449	IRF8
ENSECAG00000037516	TDRD12
ENSECAG00000041370	WFDC13
ENSECAG00000008229	C20H6orf52
ENSECAG00000021555	ADGRL1
ENSECAG00000008517	PNMA2
ENSECAG00000041564	
ENSECAG00000043698	
ENSECAG00000014747	FAM71B
ENSECAG00000016058	CARS2
ENSECAG00000011691	ERP27
ENSECAG00000041545	
ENSECAG00000041473	SPINT4
ENSECAG00000030083	
